"","collector_name_s","date_mm_dd_yyyy","time_of_collection_hh_mm_24_hour_clock","route_shift","route_name","building_name","any_birds_found_on_route_shift","building_face_direction","species","found_dead_alive","bird_brought_to","picture_url_google_photos_album","notes","x14","x15","x16"
"182","Alec Luro",2019-09-28,10:40:00,"AM","North Quad","Beckman Institute_228","Yes","South","Magnolia Warbler_Setophaga magnolia","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNyPdis8rhVpmbNrfkcF5QvBYlnNkrCYEYVWy2d?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Found at Beckman south entrance tower. Bird hit West-facing window and fell into planter at entrance",NA,NA,NA
"183","Alec Luro",2019-09-28,10:42:00,"AM","North Quad","Micro and Nanotechnology Laboratory_237","Yes","South","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOTvI74p3m5-MPYmPU1qGRot-xwaq-qqS-BfLJo?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird scavenged",NA,NA,NA
"184","Gabby Jukkala",2019-09-28,07:02:00,"AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Donglai Li & Tianlin Pan",2019-09-28,17:20:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Samantha Capel",2019-09-29,06:39:00,"PM","Main Quad","Carl R. Woese Institute for Genomic Biology_1080","Yes","North","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/7YYMxYKWEu9mAjv46","https://photos.app.goo.gl/16mvrh7YQVoEVDJUA","Died within hours",NA,NA
"187","Sarai Stuart",2019-09-29,10:13:00,"AM","North Quad","Beckman Institute_228","Yes","North","Red-eyed Vireo_Vireo olivaceus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOx8bHOfu4e6pAQP24GCm0XeHj0xW8hazDq25Qq?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"188","Alec Luro",2019-09-29,10:10:00,"AM","North Quad","Beckman Institute_228","Yes","South","Ovenbird_Seiurus aurocapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMd8_vcotnmS_JXT_1I9uQ1sWAaP3KwkTCPqMOE?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird hit west facing window at Beckman south entrance tower",NA,NA,NA
"189","Alec Luro",2019-09-29,10:12:00,"AM","North Quad","Beckman Institute_228","Yes","South","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPLvzLWAEEMXJD8QHwkvA6WLpEN1fvYQfJsssfi?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird scavenged. Bird hit west facing window at Beckman south entrance tower",NA,NA,NA
"190","Alec Luro",2019-09-29,10:15:00,"AM","North Quad","Beckman Institute_228","Yes","South","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOuMVQM8amILevdDQ5yfpRse5v9N0zJXodACaid?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird decayed. Bird hit west facing window at Beckman south entrance tower",NA,NA,NA
"191","Alec Luro",2019-09-29,10:19:00,"AM","North Quad","Beckman Institute_228","Yes","South","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNijJV7T_L0zGM8h9n5q722ZxJQI_ocCq9uaHme?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird decayed. Bird hit west facing window at Beckman south entrance tower",NA,NA,NA
"192","Alec Luro",2019-09-29,10:20:00,"AM","North Quad","Beckman Institute_228","Yes","South","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP52Fdr5FDyJe9XkoG0mLloRnuriBVpZZ58E4ju?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird decayed. Bird hit west facing window at Beckman south entrance tower",NA,NA,NA
"193","Lynette Strickland",2019-09-29,17:00:00,"PM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Gabby Jukkala",2019-09-29,07:56:00,"AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","West","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipM6kURF4wPTpFp9-qJ0AJbr_nN84iCPYmHRD5ck?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipO-eIVISzQH700g-9aabwMbaWIPCu2Gk9-mQSXB?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Found a little off survey route at the west side entrance on the north half of the building - people should be searching this area for birds because I've found 3 so far",NA,NA
"195","Gabby Jukkala",2019-09-29,08:43:00,"AM","South Quad","Law Building_156","Yes","North","Magnolia Warbler_Setophaga magnolia","Alive","Bird flew away","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMO91_LZZEkFlk7Q7pDmw402x58yVfoj4Q0r6LJ?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Stunned, put in bush to recover and it later flew off. Found a little off survey route at the windows closest to the sidewalk just south of the North entrance across from Krannert Art Museum.",NA,NA,NA
"196","Gabby Jukkala",2019-09-29,09:02:00,"AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","West","Black-and-white Warbler_Mniotilta varia","Alive","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP8RlshrMj53YTPeukxvdcng29PEUfAxXnxB3Fc?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","After route was complete I walked by the west entrance on the north half of the building and found this bird. It was stunned, but hopped away from me into bushes, so it should recover",NA,NA,NA
"197","Donglai Li & Tianlin Pan",2019-09-29,17:00:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Lynette Strickland",2019-09-30,07:00:00,"AM","Main Quad","Chemical & Life Sciences Laboratory_70","Yes","East","Gray Catbird_Dumetella carolinensis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOnHp2kzCswCoVRtde3PSBKg2C6dtrMFXlMNwZi?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"199","Shelby Lawson",2019-09-30,08:00:00,"AM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Colin Dobson",2019-09-30,07:00:00,"AM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Rachel Skinner",2019-09-30,17:36:00,"PM","North Quad","Electrical and Computer Engineering_409","Yes","North","Black-and-white Warbler_Mniotilta varia","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP2h-Muk8GJpUuow-d-ER7j8Ki-S1jXshvOG6w1?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Some evidence of decay, not sure if the bird actually hit the window on this date or on one of the previous days",NA,NA,NA
"202","Gabby Jukkala",2019-09-30,07:00:00,"AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Donglai Li & Tianlin Pan",2019-09-30,17:00:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Scott Clem",2019-10-01,17:00:00,"PM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Shelby Lawson",2019-10-01,08:00:00,"AM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Lynette Strickland",2019-10-01,07:00:00,"AM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Gabby Jukkala",2019-10-01,17:25:00,"PM","North Quad","Beckman Institute_228","Yes","North","Blackpoll Warbler_Setophaga striata","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPuXrbYXwAkMYbV-I3w1_dtA4l2EgeQMvgDRZsO?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP9xckP125-NxeQc4BpIkQnhsmqNe32nE9v6ge6?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"208","Gabby Jukkala",2019-10-01,17:47:00,"PM","North Quad","Electrical and Computer Engineering_409","Yes","North","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNir3B2Qkgsd0c42j1Z_hMK8hAx5t8wP_FMNN1-?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMS1s4l2VJm_FYDyo2l2IvgMqzqtZ7AWpLjeEl7?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"209","Samantha Capel",2019-10-01,07:00:00,"AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Donglai Li & Tianlin Pan",2019-10-01,17:20:00,"PM","South Quad","Temple Hoyne Buell Hall_339","Yes","East","Magnolia Warbler_Setophaga magnolia","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipN6XhZVGC7q7FRI8pWT3AtU6j_nsDxp_OYe3uGT?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"211","Scott Clem",2019-10-02,17:00:00,"PM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Shelby Lawson",2019-10-02,08:00:00,"AM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Maggie Murphree",2019-10-02,07:00:00,"AM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Lynette Strickland",2019-10-02,17:00:00,"PM","North Quad","Beckman Institute_228","Yes","East","American Redstart_Setophaga ruticilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOF2x6gMypmHl6dqAoopMD9k5n1WZkan--wbAqd?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"215","Alec Luro",2019-10-02,09:00:00,"AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","West","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOby_6dmD5CQfvwJca5TNjFxlH-LYHR_l5yi2XP?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird carcass very decayed",NA,NA,NA
"216","Donglai Li & Tianlin Pan",2019-10-02,17:00:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Sarai Stuart",2019-10-02,08:40:00,"AM","South Quad","Law Building_156","Yes","North","Swainson's Thrush_Catharus ustulatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNRK8QyTTIvFdvhSsSRwC69eKkDFMZ7jIbZuU7Q?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Found in the outdoor cafe area",NA,NA,NA
"218","Sarai Stuart",2019-10-02,08:58:00,"AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","West","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOGZOWQdyuvtPwRuMF0zo7VdANwfTZ5poeNppN6?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird was old/scavenged, so didn't collect, took a picture to document its presence",NA,NA,NA
"219","Scott Clem and Caterina Kim",2019-10-03,17:30:00,"PM","Main Quad","Chemistry Annex_10","Yes","North","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPYbg0rpiVpRYVGRwsWhjO1aRY7p00RbKHL7B-p?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird decayed, below window on North side",NA,NA,NA
"220","Shelby Lawson",2019-10-03,08:00:00,"AM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Colin Dobson",2019-10-03,07:20:00,"AM","North Quad","Electrical and Computer Engineering_409","Yes","North","House Wren_Troglodytes aedon","Alive","Bird flew away",NA,"Bird flew right when I walked up to it.",NA,NA,NA
"222","Colin Dobson",2019-10-03,07:25:00,"AM","North Quad","Micro and Nanotechnology Laboratory_237","Yes","East","Common Yellowthroat_Geothlypis trichas","Alive","Bird flew away","Will post in 24 hours","Bird was clearly stunned, I took it to a nearby tree and flew almost immediately",NA,NA,NA
"223","Colin Dobson",2019-10-03,07:40:00,"AM","North Quad","Beckman Institute_228","Yes","East","Black-throated Green Warbler_Setophaga virens","Alive","Bird flew away","Will post in next 24 hours","Bird was stunned. I went back to check on the yelowthroat and made a quick stop at the south end of beckman. Found this alive but nearly dead on the ground. after about 10 minutes of trying to find a good spot to put it and it falling asleep in my hand, it finally had enough energy to fly away into a nearby shrubby tree.",NA,NA,NA
"224","Gabby Jukkala",2019-10-03,17:00:00,"PM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Colin Dobson",2019-10-03,10:05:00,"AM","Other (explain in notes)","Beckman Institute_228","Yes","East","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","Will post in 24 hours","Was walking near the south end of Beckman and found this around 10:00am.",NA,NA,NA
"226","Alec Luro",2019-10-03,11:45:00,"AM","Other (explain in notes)","Beckman Institute_228","Yes","South","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPxCeYVhhWDARgrobkOUJAVZuLR0mgtcyxMfjZz?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird decayed. Beckman main entrance tower (South), east facing window. Opportunistic",NA,NA,NA
"227","Alec Luro",2019-10-03,11:46:00,"AM","Other (explain in notes)","Beckman Institute_228","Yes","South","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMO4vVIhj2gxeNG2DsrDksZsnoNMyYxTuuZPjql?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Bird decayed. Beckman main entrance tower (South), east facing window. Opportunistic",NA,NA,NA
"228","Alec Luro",2019-10-03,11:42:00,"AM","Other (explain in notes)","Beckman Institute_228","Yes","South","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNpE1Gnjj9kRpgPNyQMZNowzVaVg0egUoL6SHRk?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Opportunistic in response to email from someone at Beckman",NA,NA,NA
"229","Alec Luro",2019-10-03,11:44:00,"AM","Other (explain in notes)","Beckman Institute_228","Yes","South","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPy4uLyeMrsarQLBzDZ98_SEsrkCJEHiZ2l74Wc?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Opportunistic in response to email from someone at Beckman",NA,NA,NA
"230","Alec Luro",2019-10-03,11:53:00,"AM","Other (explain in notes)","Beckman Institute_228","Yes","North","American Redstart_Setophaga ruticilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipO_tIq4gX2KlMONNXN6I7aBSs9MWhQJ1_U3jP0d?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Opportunistic in response to email from someone at Beckman",NA,NA,NA
"231","Alec Luro",2019-10-03,12:15:00,"PM","Other (explain in notes)","Beckman Institute_228","Yes","South","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNBSlxuu5mpADg7WQmPnjY36Z84t2EHsbifrIrI?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Opportunistic in response to email from someone at Beckman",NA,NA,NA
"232","Samantha Capel",2019-10-03,07:24:00,"AM","South Quad","ACES Library, Information & Alumni Center_377","Yes","North","Song Sparrow_Melospiza melodia","Alive","Bird flew away","Flew away before I could get a good photo","Was slightly dazed, got fairly close before it flew away",NA,NA,NA
"233","Donglai Li & Tianlin Pan",2019-10-03,17:20:00,"PM","South Quad","Business Instructional Facility_1206","Yes","South","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNV8to9eOZDR8u1liv_PjMBmSh_Exf9Bj1ig0xS?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"234","Donglai Li & Tianlin Pan",2019-10-03,17:30:00,"PM","South Quad","Agricultural Engineering Sciences Building_8","Yes","East","Black-and-white Warbler_Mniotilta varia","Alive","Bird flew away","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipODNNPQhDsAwpN0WyiCiYcmVUaMmeZVGWkibbqS?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"235","Scott Clem",2019-10-04,17:55:00,"PM","Main Quad","Illini Union Bookstore_106","Yes","South","Unidentifiable","Dead","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPBgu5VeWO-TVYU3VblVOgweTv-rjBZw4sewvKk?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Decayed, nothing but a leg",NA,NA,NA
"236","Shelby Lawson",2019-10-04,08:00:00,"AM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Colin Dobson",2019-10-04,08:00:00,"AM","North Quad","Beckman Institute_228","Yes","North","Gray Catbird_Dumetella carolinensis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","Will post",NA,NA,NA,NA
"238","Colin Dobson",2019-10-04,08:12:00,"AM","North Quad","Beckman Institute_228","Yes","South","Nashville Warbler_Oreothlypis ruficapilla","Alive","Bird flew away","will post","Bird was alive and it was helped into a near by tree",NA,NA,NA
"239","Colin Dobson",2019-10-04,06:55:00,"AM","North Quad","Siebel Center for Computer Science_563","Yes","North","House Wren_Troglodytes aedon","Alive","Bird flew away",NA,NA,NA,NA,NA
"240","Lynette Strickland",2019-10-04,17:00:00,"PM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Rachel Skinner",2019-10-04,07:13:00,"AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","West","Unidentifiable","Alive","Bird flew away","https://photos.google.com/photo/AF1QipPTSRjiXXHyqbQxx4eESolw0HuX73ClvQ7jFNTa","https://photos.google.com/photo/AF1QipMMlf_jPlwgHjsECIKBG_Z_LzYUUa1d3XpbOiM7","kept hopping away from me so I didn't get a good picture",NA,NA
"242","Rachel Skinner",2019-10-04,07:17:00,"AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","West","Palm Warbler_Setophaga palmarum","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNhPzEbgz1AorqPr-YgL4OTvqjBSFyuFSGP--S9?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","bird was alive when found but had died by the time I went to check on it",NA,NA,NA
"243","Donglai Li & Tianlin Pan",2019-10-04,17:35:00,"PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Lynette Strickland",2019-10-05,08:00:00,"AM","Main Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Gabby Jukkala",2019-10-05,17:14:00,"PM","Main Quad","Chemical & Life Sciences Laboratory_70","Yes","East","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNSKC5BXrlxyO4qkYU8O7oINOxAS5pKNUiFaB0a?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipM-zcgJlMap6ijE6YC7MWA1pRHZptxiF2YqDOiY?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Found a little off searched route at staircase between CSLS and Morrill loading dock",NA,NA
"246","Rachel Skinner",2019-10-05,07:00:00,"AM","North Quad","Siebel Center for Computer Science_563","Yes","West","Unidentifiable","Alive","Bird flew away",NA,"Flew away too quickly for me to get a picture, but looked like some kind of warbler",NA,NA,NA
"247","Rachel Skinner",2019-10-05,07:05:00,"AM","North Quad","Siebel Center for Computer Science_563","Yes","North","White-throated Sparrow_Zonotrichia albicollis","Alive","Bird flew away","https://photos.google.com/photo/AF1QipNXJo2hbfmlmTBiZgeg9DhiX3e2RawhpAhTz4rZ","Not sure if it actually impacted the building or not",NA,NA,NA
"248","Rachel Skinner",2019-10-05,17:13:00,"PM","North Quad","Beckman Institute_228","Yes","East","Dark-eyed Junco_Junco hyemalis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipNp1jdA31XW6ZmKTrQj6tHv0623IqLEVfG-mQRA","Label in pic says west face, I got mixed up and it is actually the east. Label was changed before bird was put in freezer",NA,NA,NA
"249","Rachel Skinner",2019-10-05,17:13:00,"PM","North Quad","Beckman Institute_228","Yes","East","Blue-headed Vireo_Vireo solitarius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipNJGkFy4da8lnpZTLJ7HKAtZ-BnMRYCkWhjZt5v","Label in pic says west face, I got mixed up and it is actually the east. Label was changed before bird was put in freezer",NA,NA,NA
"250","Gabby Jukkala",2019-10-05,07:14:00,"AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","North","Common Yellowthroat_Geothlypis trichas","Alive","Bird flew away","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipO8txvrbuZjJphWUqWA7jQg1Mfaz-vViAb6frxB?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Found at north entrance. Stunned only, put in bush and it flew away",NA,NA,NA
